Run accession,reference_id,aligned_reads,covered_bases,species,common_name,SARS2_aligned_reads,total_reads,preprocessed_reads,sample,Sample name,Collection date,description,Isolation source
CRR711031,NC_021478.1,0,0,Rhizomys pruinosus,hoary bamboo rat,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_020011.1,0,0,Channa maculata,snakehead fish,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_028308.1,20,1557,Felis margarita,sand cat,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_030041.1,0,0,Ptyas mucosa,Oriental rat snake,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_003192.1,28,1779,Monopterus albus,swamp eel,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_011389.1,0,0,Naja atra,Chinese cobra,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_031867.1,0,0,Columba rupestris,pigeon,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_040902.1,0,0,Gallus gallus,chicken,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_022418.1,0,0,Anas poecilorhyncha,spot-billed duck,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_020637.1,12,941,Mustela sibirica,Siberian weasel,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_026063.1,1,68,Ovis orientalis,sheep,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_013700.1,0,0,Nyctereutes procyonoides,raccoon dog,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_023459.1,0,0,Vulpes zerda,fennec fox,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,AC_000022.2,0,0,Rattus norvegicus,brown rat,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_028161.1,0,0,Capra aegagrus,goat,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_003408.1,0,0,Coturnix japonica,quail,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_002008.4,0,0,Canis lupus,dog,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_026459.1,0,0,Streptopelia chinensis,spotted dove,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_003489.1,4,292,Ictalurus punctatus,catfish,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_012920.1,20,1439,Homo sapiens,human,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_001913.1,0,0,Oryctolagus cuniculus,rabbit,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_006853.1,0,0,Bos taurus,cow,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,NC_010288.1,0,0,Ctenopharyngodon idella,carp,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711031,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,654899836,650096164,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_012095.1,0,0,Sus scrofa,pig,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_050263.1,0,0,Hystrix brachyura,Malayan porcupine,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_021478.1,0,0,Rhizomys pruinosus,hoary bamboo rat,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_020011.1,2,101,Channa maculata,snakehead fish,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_028308.1,10,860,Felis margarita,sand cat,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_030041.1,0,0,Ptyas mucosa,Oriental rat snake,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_003192.1,14,1108,Monopterus albus,swamp eel,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_011389.1,0,0,Naja atra,Chinese cobra,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_031867.1,0,0,Columba rupestris,pigeon,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_040902.1,0,0,Gallus gallus,chicken,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_022418.1,0,0,Anas poecilorhyncha,spot-billed duck,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_020637.1,3,220,Mustela sibirica,Siberian weasel,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_026063.1,0,0,Ovis orientalis,sheep,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_013700.1,0,0,Nyctereutes procyonoides,raccoon dog,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_023459.1,0,0,Vulpes zerda,fennec fox,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,AC_000022.2,0,0,Rattus norvegicus,brown rat,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_026723.1,1,40,Urocyon cinereoargenteus,gray fox,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_028161.1,0,0,Capra aegagrus,goat,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_003408.1,0,0,Coturnix japonica,quail,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_002008.4,0,0,Canis lupus,dog,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_026459.1,0,0,Streptopelia chinensis,spotted dove,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_005033.1,1,41,Hemiechinus auritus,long-eared hedgehog,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_003489.1,4,304,Ictalurus punctatus,catfish,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_012920.1,27,1695,Homo sapiens,human,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_001913.1,0,0,Oryctolagus cuniculus,rabbit,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_006853.1,0,0,Bos taurus,cow,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,NC_010288.1,0,0,Ctenopharyngodon idella,carp,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711032,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,375179692,372995624,1-27-12,Env_0643,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_012095.1,0,0,Sus scrofa,pig,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_050263.1,0,0,Hystrix brachyura,Malayan porcupine,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_021478.1,0,0,Rhizomys pruinosus,hoary bamboo rat,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_020011.1,0,0,Channa maculata,snakehead fish,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_028308.1,11,824,Felis margarita,sand cat,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_030041.1,0,0,Ptyas mucosa,Oriental rat snake,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_003192.1,0,0,Monopterus albus,swamp eel,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_014686.1,0,0,Micropterus salmoides,Largemouth bass,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_011389.1,0,0,Naja atra,Chinese cobra,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_031867.1,4,336,Columba rupestris,pigeon,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_036369.1,0,0,Otocyon megalotis,bat-eared fox,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_040902.1,53,3774,Gallus gallus,chicken,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_022418.1,58,3096,Anas poecilorhyncha,spot-billed duck,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_020637.1,0,0,Mustela sibirica,Siberian weasel,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_029888.1,0,0,Rattus tiomanicus,Mayalan field rat,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_036430.1,0,0,Muntiacus putaoensis,leaf deer,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_026063.1,0,0,Ovis orientalis,sheep,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_013700.1,0,0,Nyctereutes procyonoides,raccoon dog,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_023459.1,0,0,Vulpes zerda,fennec fox,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,AC_000022.2,0,0,Rattus norvegicus,brown rat,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_020645.1,0,0,Arctonyx collaris,hog badger,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_018367.1,0,0,Marmota himalayana,Himalayan marmot,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_026723.1,0,0,Urocyon cinereoargenteus,gray fox,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_028161.1,2,82,Capra aegagrus,goat,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_004926.1,0,0,Andrias davidianus,Chinese salamander,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_003408.1,24,1791,Coturnix japonica,quail,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_011710.1,0,0,Larimichthys crocea,yellow croaker (fish),0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_002080.2,0,0,Erinaceus europaeus,European hedgehog,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_002008.4,4,314,Canis lupus,dog,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_026459.1,2,98,Streptopelia chinensis,spotted dove,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_005033.1,0,0,Hemiechinus auritus,long-eared hedgehog,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_003489.1,0,0,Ictalurus punctatus,catfish,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_012920.1,1,56,Homo sapiens,human,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_001913.1,5,399,Oryctolagus cuniculus,rabbit,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_006853.1,0,0,Bos taurus,cow,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,NC_010288.1,0,0,Ctenopharyngodon idella,carp,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711033,KX964606.1,0,0,Erinaceus amurensis,Amur hedgehog,0,63348536,63240068,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_029403.1,0,0,Paguma larvata,masked palm civet,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_012095.1,6,256,Sus scrofa,pig,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_050263.1,0,0,Hystrix brachyura,Malayan porcupine,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_021478.1,0,0,Rhizomys pruinosus,hoary bamboo rat,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_020011.1,0,0,Channa maculata,snakehead fish,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_028308.1,34,1845,Felis margarita,sand cat,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_023982.1,0,0,Amaurornis akool,brown bush hen,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
CRR711034,NC_030041.1,0,0,Ptyas mucosa,Oriental rat snake,0,83781468,83650876,1-27-28,Env_0657,2020-01-27,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells)
